CNPJ_Fundo_Classe;Data_Referencia;Versao;Classe;Nome_Imovel;Endereco;Area;Numero_Unidades;Outras_Caracteristicas_Relevantes;Percentual_Vacancia;Percentual_Inadimplencia;Percentual_Receitas_FII;Percentual_Locado;Percentual_Vendido;Percentual_Conclusao_Obras_Realizado;Percentual_Conclusao_Obras_Previsto;Custo_Construcao_Realizado;Custo_Construcao_Previsto;Percentual_Imovel_Total_Investido
24.796.967/0001-90;2026-03-31;1;Imóveis para renda acabados;Edificio Solar Principe Luiz;Rua Professor Abelardo Lobo, 74, Sem Complemento, Lagoa, Rio De Janeiro/RJ, Brasil, 22470-240;112.8;1;Direito de propriedade;1;0;0;;;;;;;
24.796.967/0001-90;2026-03-31;1;Imóveis para renda acabados;Edificio Princesa;Rua Barata Ribeiro, 280, Sem Complemento, Copacabana, Rio De Janeiro/RJ, Brasil, 22040-002;68.1;1;Direito de propriedade;1;0;0;;;;;;;
24.796.967/0001-90;2026-03-31;1;Imóveis para renda acabados;Edificio Tony;Rua Itacema, 366, Sem Complemento, Itaim Bibi, São Paulo/SP, Brasil, 04530-051;214.42;2;Direito de propriedade;1;0;0;;;;;;;
24.796.967/0001-90;2026-03-31;1;Imóveis para renda acabados;Edificio Fellini;Rua Agostinho Rodrigues Filho, 410, Sem Complemento, Vila Clementino, São Paulo/SP, Brasil, 04026-040;328.29;1;Direito de propriedade;1;0;0;;;;;;;
24.796.967/0001-90;2026-03-31;1;Imóveis para renda acabados;Edificio Eugenio Frazao;Rua Major Diogo, 633, Sem Complemento, Bela Vista, São Paulo/SP, Brasil, 01324-001;76.46;1;Direito de propriedade;1;0;0;;;;;;;
24.796.967/0001-90;2026-03-31;1;Imóveis para renda acabados;Edificio Biarritz;Rua Tabapua, 542, Sem Complemento, Itaim Bibi, São Paulo/SP, Brasil, 04533-001;145.29;2;Direito de propriedade;1;0;0;;;;;;;
24.796.967/0001-90;2026-03-31;1;Imóveis para renda acabados;Edificio Paulo Gentile;Rua Voluntarios Da Patria, 389, Sem Complemento, Botafogo, Rio De Janeiro/RJ, Brasil, 22270-005;377.2;1;Direito de propriedade;1;0;0;;;;;;;
24.796.967/0001-90;2026-03-31;1;Imóveis para renda acabados;Edificio Porto Cervo;Alameda Dos Tupiniquins, 167, Sem Complemento, Planalto Paulista, São Paulo/SP, Brasil, 04077-000;325911;1;Direito de propriedade;1;0;0;;;;;;;
24.796.967/0001-90;2026-03-31;1;Imóveis para renda acabados;Edificio Chateau de Cheverny;Rua Maestro Francisco Braga, 181, Sem Complemento, Copacabana, Rio De Janeiro/RJ, Brasil, 22041-070;84;1;Direito de propriedade;1;0;0;;;;;;;
24.796.967/0001-90;2026-03-31;1;Imóveis para renda acabados;Condominio Edificio Vila Nova Concept;Rua Monte Aprazivel, 109, Sem Complemento, Vila Nova Conceição, São Paulo/SP, Brasil, 04513-030;77.53;2;Direito de propriedade;1;0;0;;;;;;;
24.796.967/0001-90;2026-03-31;1;Imóveis para renda acabados;Edificio Modular Omicron;Rua Tabapua, 281, Sem Complemento, Itaim Bibi, São Paulo/SP, Brasil, 04533-010;182.66;2;Direito de propriedade;1;0;0;;;;;;;
24.796.967/0001-90;2026-03-31;1;Imóveis para renda acabados;Edificio Luxor;Rua Macedo Sobrinho, 46, Sem Complemento, Humaitá, Rio De Janeiro/RJ, Brasil, 22271-080;117.51;1;Direito de propriedade;1;0;0;;;;;;;
24.796.967/0001-90;2026-03-31;1;Imóveis para renda acabados;Edificio Agapanthus;Rua Doutor Dolzani, 208, Sem Complemento, Jardim Da Glória, São Paulo/SP, Brasil, 01546-000;146.78;3;Direito de propriedade;1;0;0;;;;;;;
24.853.044/0001-22;2026-03-31;1;Imóveis para renda acabados;Castelo 57 Business Park;Rodovia Castello Branco, km 57, em São Roque, SP;60589;1;Direito de propriedade;0;0;0.0019;;;;;;;
24.853.044/0001-22;2026-03-31;1;Imóveis para renda acabados;Galpão BTS/Cremer;Avenida das Quaresmeiras, n. 200, Pouso Alegre - MG;13885.86;1;Galpão com destinação comercial no Distrito industrial na Cidade de Pouso Alegre e Estado de Minas Gerais.;0;0;0.1286;;;;;;;
24.853.044/0001-22;2026-03-31;1;Imóveis para renda acabados;Extrema Business Park;Est. Vargem do João Pinto, Fazenda Matão Gleba 2, Extrema - MG;66938.16;1;Pé Direito: 12 m. Capacidade Piso: 6 ton/m².;0;0;0.0383;;;;;;;
24.853.044/0001-22;2026-03-31;1;Imóveis para renda acabados;Galpão Cariacica;Cidade de Cariacica, n° 10.288, km 290,  RD. Governador Mario Covas - ES;16502;1;Galpão destinado a armazenagem e distribuição de bebidas;0;0;0.0758;;;;;;;
24.853.044/0001-22;2026-03-31;1;Imóveis para renda acabados;Galpão Eldorado;Cidade de Eldorado do Sul, na Av. Industrial Belgraf, n° 765 - RS;15512;1;Galpão destinado a armazenagem e distribuição de bebidas;0;0;0.0595;;;;;;;
24.853.044/0001-22;2026-03-31;1;Imóveis para renda acabados;Alianza Park;Rodovia Br 316 - KM 23/24Bairro Campestre - Benevides/PA;48860;1;Aquisição de 100%;0;0;0.0478;;;;;;;
24.853.044/0001-22;2026-03-31;1;Imóveis para renda acabados;CD Cachoeirinha;Cidade Cachoeirinha, Rio Grande do Sul, RS 118, nº 12760;36722;1;Imóvel realizado através de dissolução e concomitante liquidação de SPE.;0;0;0.1489;;;;;;;
24.853.044/0001-22;2026-03-31;1;Imóveis para renda acabados;Galpôes em Guarulhos - Airport Town;R. Almerim, 100, Guarulhos - SP;18923.03;13;Galpões Comeciais.;0;0;0.1283;;;;;;;
24.853.044/0001-22;2026-03-31;1;Imóveis para renda acabados;Galpão Caxias Park;Rodovia BR-493 (RioMagé), km 3,5,  Duque de Caxias - RJ;76600;1;Direito de propriedade.;0.02;0;0.0473;;;;;;;
24.853.044/0001-22;2026-03-31;1;Imóveis para renda acabados;CAJAMAR;CAJAMAR - MATRÍCULA Nº 91.752;22400;1;CAJAMAR - MATRÍCULA Nº 91.752;0;0;0.0271;;;;;;;
24.853.044/0001-22;2026-03-31;1;Imóveis para renda acabados;Parque Logístico Pernambuco;Rodovia Armínio Guilherme, 82 - Ipojuca, PE;70222;1;Aquisição de 50%;0;0;0.2415;;;;;;;
24.853.044/0001-22;2026-03-31;1;Imóveis para renda acabados;Airport Town Guarulhos III;Rua Kida, 191 - Guarulhos - São Paulo;16219;1;Aquisição de 100%;0.05;0;0.0551;;;;;;;
24.853.060/0001-15;2026-03-31;1;Imóveis para renda acabados;SANEA TOCANT;ASR SE 35 - Gleba B, CEP 77021-200, Palmas, TO;4245.16;1;Matrícula nº 42.558;0;0;1;;;;;;;
25.032.881/0001-53;2026-03-31;1;Imóveis para venda acabados;MARIA MADALENA;Rodovia GO-060, s/n, Turvânia- GO;402.08;2;Loteamento, obras 100% concluídas.;;;;;;;;;;0.0166
25.032.881/0001-53;2026-03-31;1;Imóveis para venda acabados;SOLANGE;Rodovia dos Romeiros, s/n, Trindade - GO;25979.42;209;Loteamento, obras 100% concluídas.;;;;;;;;;;0.9379
25.032.881/0001-53;2026-03-31;1;Imóveis para venda acabados;PORTAL DO LAGO;Portal do Lago I e II, Catalão - GO;1280.33;5;Loteamento, obras 100% concluídas.;;;;;;;;;;0.0186
25.032.881/0001-53;2026-03-31;1;Imóveis para venda acabados;NOVA CANAA;Ruas NC-07 e NC-08, s/n, Trindade - GO;1560;6;Loteamento, obras 100% concluídas.;;;;;;;;;;0.0269
26.191.053/0001-20;2026-03-31;1;Imóveis para renda acabados;AP 200 MAGNO;Av. Magalhães de Castro, nº 12.000, CEP 05676-120, São Paulo-SP;300.65;1;Matrícula nº 192.683;0;0;1;;;;;;;
26.191.053/0001-20;2026-03-31;1;Imóveis para renda acabados;MARILIA;Avenida Rio Branco, nº 651, CEP 17502-000, São Paulo- SP;41853.06;1;Matrícula nº 61.556;0;0;1;;;;;;;
26.191.053/0001-20;2026-03-31;1;Imóveis para renda acabados;IM SÃO CARLO;Rua Coronel José Augusto de Oliveira Salles, 3.225;120000;1;Matriculas n° 83030 e 83031;0;0;1;;;;;;;
26.452.053/0001-37;2026-03-31;1;Imóveis para renda acabados;IMOVEL RIO CLARO;Avenida Apia, 80, Zona de Expansão Urbana, Município de Rio Claro, Estado de São Paulo.;14864.89;1;galpão;0;0;0;;;;;;;
26.452.053/0001-37;2026-03-31;1;Imóveis para renda acabados;SHOPPING FRANCO DA ROCHA;Avenida Expedicionários, 77, Centro, Município de Franco da Rocha, Estado de São Paulo;13120;1;Shopping Franco da Rocha com 3 pisos;0;0;0;;;;;;;
26.452.053/0001-37;2026-03-31;1;Imóveis para renda acabados;IMOVEL BOTUCATU;Rua Amando de Barros, 505, Bairro do Centro, Município de Botucatu, Estado de São Paulo.;1138.16;1;Prédio composto por 8 pavimentos 3 subsolos, terreo e 4 andares;0;0;0;;;;;;;
26.452.053/0001-37;2026-03-31;1;Imóveis para renda acabados;IMOVEL CATANDUVA;Praça Monsenhor Albino, 46 e 50, Bairro do Centro, Município de Catanduva, Estado de São Paulo;1055.2;1;Imóvel comercial distribuído em um único piso;0;0;0;;;;;;;
26.452.053/0001-37;2026-03-31;1;Imóveis para renda acabados;IMOVEL PRESIDENTE PRUDENTE;Rua Siqueira Campos, 605, Bairro do Centro, Município de Presidente Prudente, Estado de São Paulo;4513.02;1;Imóvel comercial distribuído em um único piso;0;0;0;;;;;;;
26.452.053/0001-37;2026-03-31;1;Imóveis para renda acabados;SHOPPING COLOMBO;Rua Durval Ceccon, 664, Jardim Nossa Senhora de Fátima, Município de Colombo, Estado do Paraná.;17800;1;Predio composto por 3 pisos (Garagem + Térreo + 1º Pavimento);0;0;0;;;;;;;
26.452.053/0001-37;2026-03-31;1;Imóveis para renda acabados;IMOVEL FOZ DO IGUAÇU;Avenida Brasil, 1099, Centro, Município de Foz do Iguaçu, Estado do Paraná.;2425.72;1;Predio composto por 2 andares e cobertura;0;0;0;;;;;;;
26.452.053/0001-37;2026-03-31;1;Imóveis para renda acabados;IMOVEL MARILIA;Rua 09 de Julho, 1114 e Rua Carlos Gomes, 649 e 663, Bairro do Centro, Município de Marilia, Estado de São Paulo.;3785;1;Prédio composto por 3 andares;0;0;0;;;;;;;
26.452.053/0001-37;2026-03-31;1;Imóveis para renda acabados;IMOVEL OSASCO;Rua Antonio Agu, 414 e Rua José Cianciarulo, 212, Bairro do Centro, Município de Osasco, Estado de São Paulo.;3200.61;1;Predio composto por 4 pavimentos, Terreo, 1,2,3º andares;0;0;0;;;;;;;
26.452.053/0001-37;2026-03-31;1;Imóveis para renda acabados;IMOVEL FORTALEZA;Avenida Barão de Rio Branco, 1006, Centro, Município de Fortaleza, Estado do Ceará;1860.07;1;Imóvel comercial composto por loja e andares de escritórios, distribuídos em 10 pavimentos e a cobertura;0;0;0;;;;;;;
26.452.053/0001-37;2026-03-31;1;Imóveis para renda acabados;IMOVEL CURITIBA;Rua XV de Novembro, 310, conjunto 1, esquina com Rua Monsenhor Celso, Bairro do Centro, Município de Curitiba, Estado do Paraná.;350.41;1;Prédio composto por 2 pavimentos Terreo e sobreloja;0;0;0;;;;;;;
26.452.053/0001-37;2026-03-31;1;Imóveis para renda acabados;SHOPPING ASSIS;Avenida Rui Barbosa, 300, Centro, Município de Assis, Estado de São Paulo;2400;1;Empreendimento em operação composto por 3 pavimentos;0;0;0;;;;;;;
26.452.053/0001-37;2026-03-31;1;Imóveis para renda acabados;IMOVEL SOROCABA;Rua Sete de Setembro, 43, Centro, Município de Sorocaba, Estado de São Paulo.;663.53;1;Predio composto por piso terreo, sobre loja e 1º andar;0;0;0;;;;;;;
26.452.053/0001-37;2026-03-31;1;Imóveis para renda acabados;IMOVEL SÃO JOA DOS CAMPOS;Rua Coronel José Monteiro, 287, Centro, São josé dos Campos, Estado de São Paulo;1218;1;prédio Comercial,;0;0;0;;;;;;;
26.452.053/0001-37;2026-03-31;1;Imóveis para renda acabados;IMOVEL MAUA;Avenida Barão de Mauá, 257, esquina com Rua do Comércio, Bairro do Centro, Município de Mauá, Estado de São Paulo.;1362.56;1;Prédio composto por 4 pavimentos Terreo, 1 e 2º andares e cobertura;0;0;0;;;;;;;
26.452.053/0001-37;2026-03-31;1;Imóveis para renda acabados;IMOVEL SUZANO;Rua General Francisco Glicério, 516, esquina Travessa Guaió, na quadra completada pelas ruas Benjamin Constant e Portugal Freixo, Bairro do Centro, Município de Suzano, Estado de São Paulo.;478.06;1;Imóvel comercial distribuído em 2 pavimentos de vendas mais uma área de apoio;0;0;0;;;;;;;
26.452.053/0001-37;2026-03-31;1;Imóveis para renda acabados;CENTRO DISTR OSASCO;Rodovia Anhanguera, km 15,6 sentido São Paulo;19436;1;Imóvel industrial em estrutura pré-moldada, com idade aparente de 30 anos, adaptado para o uso logístico;0;0;0;;;;;;;
26.499.833/0001-32;2026-03-31;1;Imóveis para renda acabados;Boulevard Shopping Feira;Av. João Durval Carneiro, 3665, Caseb - Feira de Santana - BA;20239.23;122;Considerado o maior e mais moderno Shopping do interior da Bahia, o Boulevard Feira é um ativo dominante em sua região, possuindo mais de 20 anos de existência. Sendo o principal centro de compras, gastronomia, serviços e lazer da região, o Shopping promoveu profundas mudanças no comércio da cidade, atraindo mensalmente um público de mais de 1 milhão de pessoas.Com uma ABL de quase 20 mil m², o shopping oferece um mix completo de lojas, serviços e lazer. Possui mais de 120 lojas, 6 lojas âncoras e 2 megalojas, cinema com 4 salas de última geração, entre outras operações.;0.02;0.004368;0.073595;;;;;;;
26.499.833/0001-32;2026-03-31;1;Imóveis para renda acabados;Shopping Suzano;R. Sete de Setembro, 555 - Jardim dos Ipês, Suzano -SP, 08674-210;25036;105;Suzano Shopping, inaugurado em 2000, localzado na R. Sete de Setembro, 555, Suzano - SP, com uma área bruta locável (ABL) de 24.058 m² e estando o terreno perfeitamente descrito e caracterizado nas matrículas 50.844, 50.906, 50.907, 50.908, 50.909, 50.910, 50.911, 50.912, 50.941 e 59.298, todas do Ofício de Registro de Imóveis de Suzano - SP;0.03;-0.0554;0.046814;;;;;;;
26.499.833/0001-32;2026-03-31;1;Imóveis para renda acabados;Shopping Park Lagos;Av. Henrique Terra, 1700 - Palmeiras, Cabo Frio - RJ,28911-320;28326.5;124;Shopping Park Lagos, inaugurado em 2013, localizado na Av. Henrique Terra, 1700 - Palmeiras, Cabo Frio - RJ, com uma área bruta locável (ABL) de 27.220 m² e estando o terreno perfeitamente descrito e caracterizado na matrícula nº 52.737 do Registro Geral de Imóveis - 1º e 4º Distritos de Cabo Frio, criada em 03/07/2012, a partir do remembramento das matrículas nº 5.951 e 47.269 do mesmo cartório.;0.03;0.1;0.081885;;;;;;;
26.499.833/0001-32;2026-03-31;1;Imóveis para renda acabados;Campinas Shopping;:R. Jacy Teixeira de Camargo, 940 - Jardim do Lago, Campinas - SP, 13050-913;34165.63;150;O Fundo possui participação direta de 20% (vinte por cento) da fração ideal do Campinas Shopping, localizado em Campinas/SP. O Campinas Shopping é um ativo maduro e bem ancorado, sendo um dos principais shoppings da região. Sua localização privilegiada, próximo às principais rodovias da região (Anhanguera e Santos Dummont), fazem com que o shopping tenha se tornado uma excelente opção de compras, lazer, serviços e entretenimento para Campinas e região. O shopping foi inaugurado em 1994, e desde 2002 vem fortalecendo o seu posicionamento com a chegada de 10 (dez) salas de cinema e a expansão do seu estacionamento. O shopping possui hoje aproximadamente 36.165 m² (trinta e seis mil, cento e sessenta e cinco metros quadrados) de ABL (área bruta locável) total, distribuídos em cerca de 150 (cento e cinquenta) lojas, complexo de cinema, praça de alimentação com restaurantes diversificados e estacionamento coberto.;0.04;-0.013905;0.055763;;;;;;;
26.499.833/0001-32;2026-03-31;1;Imóveis para renda acabados;Shopping Park Sul;Rod. dos Metalúrgicos, 1189 - São Geraldo, VoltaRedonda - RJ, 27253-005;30840.5;83;Shopping Park Sul, inaugurado em 2018, localizado na Rod. dos Metalúrgicos, 1189, Volta Redonda - RJ, com uma área bruta locável (ABL) de 28.555 m² e estando o terreno perfeitamente descrito e caracterizado na matrícula nº 37.847 do 1º Ofício de Registro de Imóveis de Volta Redonda, criada em 10/11/2014, a partir do remembramento das matrículas nº 26.432, 15.515, 22.742, 21.911, 21.583, 27.494 e 11.164 do mesmo cartório.;0.01;0.034116;0.067369;;;;;;;
26.499.833/0001-32;2026-03-31;1;Imóveis para renda acabados;Shopping Tacaruna;Av. Gov. Agamenon Magalhães, 153 - Santo Amaro,Recife - PE, 50110-000;49872.44;252;Shopping Tacaruna, inaugurado em 1997, localizado na Av. Gov. Agamenon Magalhães, 153, Recife- PE, com uma área bruta locável (ABL) de 44.830 m² e estando o terreno perfeitamente descrito e caracterizado na matrícula 40.920 do 2º Cartório de Registro Geral de Imóveis, resultante da unificação dos lotes matriculados sob os nos. 37.047, 39.207, 39.208, 39.209, 39.210, 39.211, 39.212, 39.213, 39.214 e 39.215 do 2º Cartório de Registro Geral de Imóveis de Recife - PE.;0.06;-0.0554;0.023454;;;;;;;
26.499.833/0001-32;2026-03-31;1;Imóveis para renda acabados;Shopping Metropolitano Barra;Avenida Embaixador Abelardo Bueno, 1300, Barra da Tijuca, Rio de Janeiro - RJ;44035;1;fração ideal de 20%;0.08;0.024;0.045397;;;;;;;
26.499.833/0001-32;2026-03-31;1;Imóveis para renda acabados;Shopping Madureira;Estrada do Portela, nº 222, Madureira, Rio de Janeiro - RJ;36581;170;Localizado no bairro de Madureira, o Madureira Shopping é um ativo dominante em suaregião e está entre os principais shopping centers da Zona Norte do Rio de Janeiro, possuindo mais de 30 anos de existência.Situado na Estrada do Portela, em frente ao Parque Madureira, no centro do comérciode rua do bairro, o shopping oferece diversas opções de lojas, alimentação e serviços pensados para atender todas as necessidades de seus clientes.O shopping possui 37.188 m² de ABL (área bruta total), com aproximadamente 74.197m²de área total construída e recebe uma média de 1,4 milhão de clientes por mês.Atualmente, o shopping apresenta um mix completo distribuído em 170 lojas, sendo 7âncoras, 8 megalojas e 25 opções de alimentação, além de contar com um amplo espaço de estacionamento que abriga aproximadamente 600 vagas e forte ancoragem de lojas, com marcas renomadas como: Renner, Riachuelo, Leader, Lojas Americanas, Pernambucanas, Outback Steakhouse e Universidade Estácio de Sá. Possui também cinema de alto padrão, dispondo de 5 salas com equipamentos de última geração, operado pela Kinoplex.;0.03;-0.036;0.137174;;;;;;;
26.499.833/0001-32;2026-03-31;1;Imóveis para renda acabados;Caxias Shopping;Rodovia Washington Luiz, nº 2.895, Parque Duque,Duque de Caxias - RJ;27780.56;1;fração ideal de 17,5%;0.05;0.029677;0.034742;;;;;;;
26.499.833/0001-32;2026-03-31;1;Imóveis para renda acabados;Shopping Taboão;Rod. Régis Bittencourt, 2643, Jardim Helena - Taboão da Serra - SP;37394.47;206;Inaugurado há 16 anos, o Shopping Taboão vem mudando a dinâmica da região, oferecendo em seu espaço uma enorme variedade de lojas, serviços e lazer. O Shopping é um ativo dominante em sua região, possuindo uma Área Bruta Locável (ABL) de 36.430 m², com mais de 200 lojas, 9 lojas âncoras, praça de alimentação completa, clínica, laboratório, cinema com 5 salas de última geração, banco, lotérica, agências de turismo e câmbio, entre outros. Além disso, possui um amplo espaço para estacionamento que conta com mais de 3 mil vagas.;0.02;0.045548;0.038822;;;;;;;
26.499.833/0001-32;2026-03-31;1;Imóveis para renda acabados;Maceió Shopping;Av. Comendador Gustavo Paiva, 2990 - Mangabeiras,Maceió - AL, 57032-901;32896.03;213;Maceió Shopping, inaugurado em 1989, localizado na Av. Gustavo Paiva, 2990, Mangabeiras, Maceió - AL, com uma área bruta locável (ABL) de 29.845,84 m2 e estando o terreno perfeitamente descrito e caracterizado nas matrículas 59.254, 59.255, 99.378, 59.341, 59.256 a 59.263, 59.266 a 59.298, 59.299 a 59.335, 59.336 a 59.340 e 99.379 a 99.435 do 1º Cartório de Registro de Imóveis de Maceió - AL.;0;-0.0238;0.143723;;;;;;;
26.502.794/0001-85;2026-03-31;1;Imóveis para renda acabados;REC GRAVATA;Rodovia RS118, km 11, Gravataí - RS;105270.92;1;Matrícula 95.965;0;0;0;;;;;;;
26.502.794/0001-85;2026-03-31;1;Imóveis para renda acabados;SYSLOG SP;km 26 + 175,35m e o km 25 + 759,35m da Rodovia Anhanguera;66378;1;Matrícula 188.415. Investimento indireto por meio da SPE Rec Log SP.;0;0;0;;;;;;;
26.502.794/0001-85;2026-03-31;1;Imóveis para renda acabados;IMO ITAPEVA;Estrada Municipal do Mandu, 2550 - Itapeva - MG;23453.67;1;Matrícula 13627;0;0;0;;;;;;;
26.502.794/0001-85;2026-03-31;1;Imóveis para renda acabados;88913_26502 (Galpão Hortolândia I);Rod. Jornalista F. A. Proença, Km 09;15349.29;1;Matrícula 88913;0;0;0;;;;;;;
26.502.794/0001-85;2026-03-31;1;Imóveis para renda acabados;DIA AMERICA;Rua Joao de Padula, 245 - Americana - SP;30345.13;1;Matrícula 58407;0;0;0;;;;;;;
26.502.794/0001-85;2026-03-31;1;Imóveis para renda acabados;CD LEROY M;Rod. dos Bandeirantes, km 34 - Cajamar, SP;21349.43;1;Matrículas 56.549, 56.551;0;0;0;;;;;;;
26.502.794/0001-85;2026-03-31;1;Imóveis para renda acabados;CD São Bernardo - CD CL Imigrantes V;Rua Maria Loprete, 120;62457;1;Matrículas 104.097 e nº 104.098;1;0;0;;;;;;;
26.502.794/0001-85;2026-03-31;1;Imóveis para renda acabados;ESPECULATIVO;Rod. dos Bandeirantes, km 34 - Cajamar, SP;125555;16;Matrículas 56.549, 56.551;0.12;0;0;;;;;;;
26.502.794/0001-85;2026-03-31;1;Imóveis para renda acabados;12769_26502 (Galpão Extrema I);Estrada M. Vargem João Pinto;37600.24;1;Matrícula 20694;0;0;0;;;;;;;
