CNPJ_Fundo_Classe;Data_Referencia;Versao;Classe;Nome_Endereco_Imovel;Justificativa_Evolucao_Inferior_Previsto;Justificativa_Custo_Superior_Previsto;Ano de Referência;CNPJ_Fundo
;2017-09-30;2;Imóveis para renda em construção;JPL L´Oréal;Atraso de obra em relação ao inicialmente projetado, porém sem prejuízo na data prevista para conclusão.;O FII PM não arca com custo de construção.;2017;12.989.974/0001-29
;2017-12-29;1;Imóveis para venda em construção;Porto Vida Residencial;A obra encontra-se paralisada e o cronograma sob revisão.;O FII PM não arca com custo de construção.;2017;12.989.974/0001-29
;2017-12-29;1;Imóveis para renda em construção;JPL L´Oréal;Atraso de obra em relação ao inicialmente projetado, porém sem prejuízo na data prevista para conclusão.;O FII PM não arca com custo de construção.;2017;12.989.974/0001-29
;2017-12-29;1;Imóveis para renda em construção;Porto Vista;A obra encontra-se paralisada e o cronograma sob revisão.;O FII PM não arca com custo de construção.;2017;12.989.974/0001-29
;2017-12-29;1;Imóveis para renda em construção;Pátio da Marítima;Atraso de obra em relação ao inicialmente projetado, porém sem prejuízo na data prevista para conclusão.;O FII PM não arca com custo de construção.;2017;12.989.974/0001-29
;2017-06-30;1;Imóveis para renda em construção;HERITAG 2;Evolução conforme previsto;Custos conforme previsto;2017;13.320.290/0001-00
;2017-06-30;1;Imóveis para renda em construção;HERITAG 1;Evolução conforme previsto;Custos conforme previsto;2017;13.320.290/0001-00
;2017-06-30;1;Imóveis para renda em construção;AQ3 LOG Queimados;;;2017;14.069.202/0001-02
;2017-09-29;1;Imóveis para renda em construção;AQ3 LOG Queimados;;;2017;14.069.202/0001-02
;2017-12-29;1;Imóveis para renda em construção;AQ3 LOG Queimados;;;2017;14.069.202/0001-02
;2017-12-31;1;Imóveis para renda em construção;AQ3 LOG Queimados;;;2017;14.069.202/0001-02
;2017-03-31;1;Imóveis para renda em construção;51 Unidades  Master no Hotel  Royal Tulip;0;0;2017;15.461.076/0001-91
;2017-03-31;1;Imóveis para renda em construção;34 un salas comerciais do THE ONE OFFICE TOWER TAUBATÉ;0;0;2017;15.461.076/0001-91
;2017-03-31;1;Imóveis para renda em construção;02 unidades tipo bangalôs Hotel Resort Txai Terravista;0;0;2017;15.461.076/0001-91
;2017-03-31;1;Imóveis para renda em construção;3 Centros de Convenções no Hotel Royal Tulip;0;0;2017;15.461.076/0001-91
;2017-03-31;1;Imóveis para renda em construção;64 Unidades Standard no Hotel  Royal Tulip;0;0;2017;15.461.076/0001-91
;2017-03-31;1;Imóveis para renda em construção;14 unidades Tipo Villas no Hotel Resort  Txai Terravista.;0;0;2017;15.461.076/0001-91
;2017-06-30;1;Imóveis para renda em construção;02 unidades tipo bangalôs Hotel Resort Txai Terravista;0;0;2017;15.461.076/0001-91
;2017-06-30;1;Imóveis para renda em construção;34 un salas comerciais do THE ONE OFFICE TOWER TAUBATÉ;0;0;2017;15.461.076/0001-91
;2017-06-30;1;Imóveis para renda em construção;51 Unidades  Master no Hotel  Royal Tulip;0;0;2017;15.461.076/0001-91
;2017-06-30;1;Imóveis para renda em construção;3 Centros de Convenções no Hotel Royal Tulip;0;0;2017;15.461.076/0001-91
;2017-06-30;1;Imóveis para renda em construção;64 Unidades Standard no Hotel  Royal Tulip;0;0;2017;15.461.076/0001-91
;2017-06-30;1;Imóveis para renda em construção;14 unidades Tipo Villas no Hotel Resort  Txai Terravista.;0;0;2017;15.461.076/0001-91
;2017-09-30;1;Imóveis para renda em construção;14 unidades Tipo Villas no Hotel Resort  Txai Terravista.;0;0;2017;15.461.076/0001-91
;2017-09-30;1;Imóveis para renda em construção;02 unidades tipo bangalôs Hotel Resort Txai Terravista;0;0;2017;15.461.076/0001-91
;2017-09-30;1;Imóveis para renda em construção;51 Unidades  Master no Hotel  Royal Tulip;0;0;2017;15.461.076/0001-91
;2017-09-30;1;Imóveis para renda em construção;64 Unidades Standard no Hotel  Royal Tulip;0;0;2017;15.461.076/0001-91
;2017-09-30;1;Imóveis para renda em construção;3 Centros de Convenções no Hotel Royal Tulip;0;0;2017;15.461.076/0001-91
;2017-09-30;1;Imóveis para renda em construção;34 un salas comerciais do THE ONE OFFICE TOWER TAUBATÉ;0;0;2017;15.461.076/0001-91
;2017-12-31;1;Imóveis para renda em construção;34 un salas comerciais do THE ONE OFFICE TOWER TAUBATÉ;0;0;2017;15.461.076/0001-91
;2017-12-31;1;Imóveis para renda em construção;14 unidades Tipo Villas no Hotel Resort  Txai Terravista.;0;0;2017;15.461.076/0001-91
;2017-12-31;1;Imóveis para renda em construção;51 Unidades  Master no Hotel  Royal Tulip;0;0;2017;15.461.076/0001-91
;2017-12-31;1;Imóveis para renda em construção;02 unidades tipo bangalôs Hotel Resort Txai Terravista;0;0;2017;15.461.076/0001-91
;2017-12-31;1;Imóveis para renda em construção;64 Unidades Standard no Hotel  Royal Tulip;0;0;2017;15.461.076/0001-91
;2017-12-31;1;Imóveis para renda em construção;3 Centros de Convenções no Hotel Royal Tulip;0;0;2017;15.461.076/0001-91
;2017-03-31;2;Imóveis para renda em construção;Pátio do Colégio;;;2017;15.576.907/0001-70
;2017-03-31;2;Imóveis para renda em construção;Estrada Rio do A;;;2017;15.576.907/0001-70
;2017-03-31;2;Imóveis para renda em construção;Ag Industrial;;;2017;15.576.907/0001-70
;2017-03-31;2;Imóveis para renda em construção;Estrada do Campo Limpo;;;2017;15.576.907/0001-70
;2017-03-31;2;Imóveis para renda em construção;Pedro Vicente;;;2017;15.576.907/0001-70
;2017-03-31;1;Imóveis para venda em construção;Empreendimento Nun Vila Nova;Não aplicável - as obras estão dentro da normalidade;Não aplicável - as obras estão dentro da normalidade;2017;17.209.378/0001-00
;2017-03-31;1;Imóveis para venda em construção;Empreendimento Urban Resort;Não aplicável - as obras estão dentro da normalidade;Não aplicável - as obras estão dentro da normalidade;2017;17.209.378/0001-00
;2017-03-31;1;Imóveis para venda em construção;Empreendimento Trend Higienópolis;Não aplicável - as obras estão dentro da normalidade;Não aplicável - as obras estão dentro da normalidade;2017;17.209.378/0001-00
;2017-06-30;1;Imóveis para venda em construção;Empreendimento Urban Resort;Não aplicável - as obras estão dentro da normalidade;Não aplicável - as obras estão dentro da normalidade;2017;17.209.378/0001-00
;2017-06-30;1;Imóveis para venda em construção;Empreendimento Trend Higienópolis;Não aplicável - as obras estão dentro da normalidade;Não aplicável - as obras estão dentro da normalidade;2017;17.209.378/0001-00
;2017-06-30;1;Imóveis para venda em construção;Empreendimento Nun Vila Nova;Não aplicável - as obras estão dentro da normalidade;Não aplicável - as obras estão dentro da normalidade;2017;17.209.378/0001-00
;2017-09-30;1;Imóveis para venda em construção;Empreendimento Urban Resort;Não aplicável - as obras estão dentro da normalidade;Não aplicável - as obras estão dentro da normalidade;2017;17.209.378/0001-00
;2017-09-30;1;Imóveis para venda em construção;Empreendimento Nun Vila Nova;Não aplicável - as obras estão dentro da normalidade;Não aplicável - as obras estão dentro da normalidade;2017;17.209.378/0001-00
;2017-09-30;1;Imóveis para venda em construção;Empreendimento Trend Higienópolis;Não aplicável - as obras estão dentro da normalidade;Não aplicável - as obras estão dentro da normalidade;2017;17.209.378/0001-00
;2017-12-31;1;Imóveis para venda em construção;Empreendimento Urban Resort;Não aplicável - as obras estão dentro da normalidade;Não aplicável - as obras estão dentro da normalidade;2017;17.209.378/0001-00
;2017-12-31;1;Imóveis para venda em construção;Empreendimento Nun Vila Nova;Não aplicável - as obras estão dentro da normalidade;Não aplicável - as obras estão dentro da normalidade;2017;17.209.378/0001-00
;2017-12-31;1;Imóveis para venda em construção;Empreendimento Trend Higienópolis;Não aplicável - as obras estão dentro da normalidade;Não aplicável - as obras estão dentro da normalidade;2017;17.209.378/0001-00
;2017-03-31;1;Imóveis para venda em construção;Projeto Flora (Idea Zarvos SPE 24 Ltda);Curva de contrato com a construtora é mais agressiva que o planejado pela incorporadora. A entrega está em linha com a data prevista pelos contratos de venda;;2017;17.216.625/0001-98
;2017-03-31;2;Imóveis para renda em construção;Praça Capital - Bloco 02;Não se aplica.;Não se aplica.;2017;17.311.079/0001-74
;2017-06-30;1;Imóveis para renda em construção;Praça Capital - Bloco 02;Não se aplica.;Não se aplica.;2017;17.311.079/0001-74
;2017-09-29;1;Imóveis para renda em construção;Praça Capital - Bloco 02;Não se aplica.;Não se aplica.;2017;17.311.079/0001-74
;2017-12-31;1;Imóveis para renda em construção;Praça Capital - Bloco 02;Não se aplica.;Não se aplica.;2017;17.311.079/0001-74
;2017-06-30;3;Imóveis para venda em construção;0;0;0;2017;17.590.518/0001-25
;2017-06-30;3;Imóveis para renda em construção;0;0;0;2017;17.590.518/0001-25
;2017-09-30;2;Imóveis para renda em construção;0;0;0;2017;17.590.518/0001-25
;2017-09-30;2;Imóveis para venda em construção;0;0;0;2017;17.590.518/0001-25
;2017-12-31;4;Imóveis para renda em construção;0;0;0;2017;17.590.518/0001-25
;2017-12-31;4;Imóveis para venda em construção;0;0;0;2017;17.590.518/0001-25
;2017-09-29;1;Imóveis para renda em construção;Novotel Curitiba;;;2017;18.308.516/0001-63
;2017-09-29;1;Imóveis para renda em construção;Ibis Foz do Iguaçu;;;2017;18.308.516/0001-63
;2017-12-31;1;Imóveis para renda em construção;Novotel Curitiba;;;2017;18.308.516/0001-63
;2017-12-31;1;Imóveis para renda em construção;Ibis Foz do Iguaçu;;;2017;18.308.516/0001-63
;2017-03-31;1;Imóveis para renda em construção;IMÓVEL CONASA;;;2017;18.369.510/0001-04
;2017-06-30;1;Imóveis para renda em construção;IMÓVEL CONASA;;;2017;18.369.510/0001-04
;2017-09-29;1;Imóveis para renda em construção;IMÓVEL CONASA;;;2017;18.369.510/0001-04
;2017-12-31;1;Imóveis para renda em construção;IMÓVEL CONASA;;;2017;18.369.510/0001-04
;2017-03-31;1;Imóveis para renda em construção;BETIM;Obras em fase final;Sem alteração do valor do custo estimado.;2017;18.929.051/0001-68
;2017-03-31;1;Imóveis para renda em construção;Edifício comercial Raja Quick;Obras sem atraso;Custo conofrme programado;2017;20.265.467/0001-70
;2017-03-31;1;Imóveis para venda em construção;Residencial os Inconfidentes;Obras sem atraso;Custo conofrme programado;2017;20.265.467/0001-70
;2017-03-31;1;Imóveis para renda em construção;Edificio Comercial Cassio Resende II;Obras sem atraso;Custo conofrme programado;2017;20.265.467/0001-70
;2017-06-30;1;Imóveis para renda em construção;Edifício comercial Raja Quick;Obras sem atraso;Custo conofrme programado;2017;20.265.467/0001-70
;2017-06-30;1;Imóveis para venda em construção;Residencial os Inconfidentes;Obras sem atraso;Custo conofrme programado;2017;20.265.467/0001-70
;2017-06-30;1;Imóveis para renda em construção;Edificio Comercial Cassio Resende II;Obras sem atraso;Custo conofrme programado;2017;20.265.467/0001-70
;2017-09-30;1;Imóveis para renda em construção;Edifício comercial Raja Quick;Obras sem atraso;Custo conofrme programado;2017;20.265.467/0001-70
;2017-09-30;1;Imóveis para venda em construção;Residencial os Inconfidentes;Obras sem atraso;Custo conofrme programado;2017;20.265.467/0001-70
;2017-09-30;1;Imóveis para renda em construção;Edificio Comercial Cassio Resende II;Obras sem atraso;Custo conofrme programado;2017;20.265.467/0001-70
;2017-12-31;1;Imóveis para renda em construção;Edificio Comercial Cassio Resende II;Obras sem atraso;Custo conofrme programado;2017;20.265.467/0001-70
;2017-12-31;1;Imóveis para renda em construção;Edifício comercial Raja Quick;Obras sem atraso;Custo conofrme programado;2017;20.265.467/0001-70
;2017-12-31;1;Imóveis para venda em construção;Residencial os Inconfidentes;Obras sem atraso;Custo conofrme programado;2017;20.265.467/0001-70
;2017-03-31;1;Imóveis para renda em construção;Imóvel 1;;;2017;22.003.469/0001-17
;2017-06-30;1;Imóveis para renda em construção;Conjunto residencial JD EUROPA;;;2017;22.003.469/0001-17
;2017-09-29;1;Imóveis para renda em construção;Conjunto residencial JD EUROPA;;;2017;22.003.469/0001-17
;2017-12-29;1;Imóveis para renda em construção;Conjunto residencial JD EUROPA;;;2017;22.003.469/0001-17
;2017-12-31;1;Imóveis para renda em construção;CD Contagem;não se aplica;não se aplica;2017;23.120.006/0001-06
;2017-03-31;1;Imóveis para venda em construção;PROJETO PAULISTA;OBRAS EM EVOLUÇÃO;OBRAS EM EVOLUÇÃO;2017;26.395.660/0001-02
;2017-06-30;1;Imóveis para renda em construção;PROJETO PAULISTA;OBRAS EM EVOLUÇÃO;OBRAS EM EVOLUÇÃO;2017;26.395.660/0001-02
;2017-09-29;1;Imóveis para renda em construção;PROJETO PAULISTA;OBRAS EM EVOLUÇÃO;OBRAS EM EVOLUÇÃO;2017;26.395.660/0001-02
;2017-12-29;2;Imóveis para renda em construção;PROJETO Helbor Visionist Cabral;OBRAS EM EVOLUÇÃO;OBRAS EM EVOLUÇÃO;2017;26.395.660/0001-02
;2017-12-29;2;Imóveis para renda em construção;PROJETO PAULISTA;OBRAS EM EVOLUÇÃO;OBRAS EM EVOLUÇÃO;2017;26.395.660/0001-02
;2017-12-31;3;Imóveis para venda em construção;Não aplicável;Não aplicável;Não aplicável;2017;28.152.272/0001-26
;2017-12-31;3;Imóveis para renda em construção;Não aplicável;Não aplicável;Não aplicável;2017;28.152.272/0001-26
;2018-03-29;3;Imóveis para renda em construção;Miguel Couto;Obra foi embargada pelo IRPH por um entendimento de que a obra não estava de acordo com o projeto.;Não se aplica;2018;01.235.622/0001-61
;2018-03-29;3;Imóveis para venda em construção;Rua José Alexandre Buaiz, 230, Enseada do Suá, Vitória - ES;Não há atrasos relacionados a está obra;Os custos estão dentro do orçado;2018;01.235.622/0001-61
;2018-06-29;2;Imóveis para venda em construção;;;;2018;01.235.622/0001-61
;2018-06-29;2;Imóveis para renda em construção;Miguel Couto;Obra foi embargada pelo IRPH por um entendimento de que a obra não estava de acordo com o projeto.;Não se aplica;2018;01.235.622/0001-61
;2018-09-28;3;Imóveis para venda em construção;Highline Square;Alteração no projeto;;2018;01.235.622/0001-61
;2018-09-28;3;Imóveis para renda em construção;Miguel Couto;Obra foi embargada pelo IRPH por um entendimento de que a obra não estava de acordo com o projeto.;Não se aplica;2018;01.235.622/0001-61
;2018-12-31;3;Imóveis para venda em construção;Ícono Parque;Contratações de mão de obra;;2018;01.235.622/0001-61
;2018-12-31;3;Imóveis para venda em construção;Highline Square;Alteração no projeto;;2018;01.235.622/0001-61
;2018-12-31;3;Imóveis para venda em construção;Costa Mare;Alteração no projeto;;2018;01.235.622/0001-61
;2018-03-31;1;Imóveis para renda em construção;Laboratório de Fluidos;;;2018;03.855.441/0001-63
;2018-03-31;1;Imóveis para venda em construção;Laboratório de Fluidos;;;2018;03.855.441/0001-63
;2018-06-30;1;Imóveis para venda em construção;Laboratório de Fluidos;;;2018;03.855.441/0001-63
;2018-06-30;1;Imóveis para renda em construção;Laboratório de Fluidos;;;2018;03.855.441/0001-63
;2018-09-30;1;Imóveis para renda em construção;Laboratório de Fluidos;;;2018;03.855.441/0001-63
